com.victronenergy.solarcharger.ttyO0
/Mgmt/Connection	STRING	VE.Direct	VE.Direct
/History/Daily/10/MaxBatteryVoltage	DOUBLE	26.510000228881836	26.51V
/History/Daily/10/Consumption	ARRAY	[]	
/History/Daily/10/Yield	DOUBLE	0.0	0.00kWh
/History/Daily/10/Nr	INT32	168	168
/History/Daily/9/TimeInFloat	DOUBLE	0.0	0s
/History/Daily/9/TimeInAbsorption	DOUBLE	12.0	12s
/History/Daily/9/TimeInBulk	DOUBLE	8.0	8s
/History/Daily/9/LastError4	INT32	0	0
/History/Daily/9/LastError3	INT32	0	0
/History/Daily/9/LastError2	INT32	0	0
/History/Daily/9/LastError1	INT32	0	0
/History/Daily/9/MaxPvVoltage	DOUBLE	50.060001373291016	50.06V
/History/Daily/9/MaxPower	DOUBLE	456.0	456W
/History/Daily/9/MaxBatteryCurrent	DOUBLE	33.20000076293945	33.2A
/History/Daily/9/MinBatteryVoltage	DOUBLE	26.460000038146973	26.46V
/History/Daily/9/MaxBatteryVoltage	DOUBLE	14.4399995803833	14.44V
/History/Daily/9/Consumption	ARRAY	[]	
/History/Daily/9/Yield	DOUBLE	0.05000000074505806	0.05kWh
/History/Daily/9/Nr	INT32	169	169
/History/Daily/8/TimeInFloat	DOUBLE	0.0	0s
/History/Daily/8/TimeInAbsorption	DOUBLE	0.0	0s
/History/Daily/8/TimeInBulk	DOUBLE	1436.0	1436s
/History/Daily/8/LastError4	INT32	0	0
/History/Daily/8/LastError3	INT32	0	0
/History/Daily/8/LastError2	INT32	0	0
/History/Daily/8/LastError1	INT32	0	0
/History/Daily/8/MaxPvVoltage	DOUBLE	50.08000183105469	50.08V
/History/Daily/8/MaxPower	DOUBLE	468.0	468W
/History/Daily/8/MaxBatteryCurrent	DOUBLE	34.0	34.0A
/History/Daily/8/MinBatteryVoltage	DOUBLE	26.420000076293945	26.42V
/History/Daily/8/MaxBatteryVoltage	DOUBLE	14.25	14.25V
/History/Daily/8/Consumption	ARRAY	[]	
/History/Daily/8/Yield	DOUBLE	1.8899999856948853	1.89kWh
/History/Daily/8/Nr	INT32	170	170
/History/Daily/7/TimeInFloat	DOUBLE	0.0	0s
/History/Daily/7/TimeInAbsorption	DOUBLE	0.0	0s
/History/Daily/7/TimeInBulk	DOUBLE	1439.0	1439s
/History/Daily/7/LastError4	INT32	0	0
/History/Daily/7/LastError3	INT32	0	0
/History/Daily/7/LastError2	INT32	0	0
/History/Daily/7/LastError1	INT32	0	0
/History/Daily/7/MaxPvVoltage	DOUBLE	50.08000183105469	50.08V
/History/Daily/7/MaxPower	DOUBLE	466.0	466W
/History/Daily/7/MaxBatteryCurrent	DOUBLE	34.599998474121094	34.6A
/History/Daily/7/MinBatteryVoltage	DOUBLE	26.460000038146973	26.46V
/History/Daily/7/MaxBatteryVoltage	DOUBLE	14.390000343322754	14.39V
/History/Daily/7/Consumption	ARRAY	[]	
/History/Daily/7/Yield	DOUBLE	1.340000033378601	1.34kWh
/History/Daily/7/Nr	INT32	171	171
/History/Daily/6/TimeInFloat	DOUBLE	0.0	0s
/History/Daily/6/TimeInAbsorption	DOUBLE	0.0	0s
/History/Daily/6/TimeInBulk	DOUBLE	1438.0	1438s
/History/Daily/6/LastError4	INT32	0	0
/History/Daily/6/LastError3	INT32	0	0
/History/Daily/6/LastError2	INT32	0	0
/History/Daily/6/LastError1	INT32	0	0
/History/Daily/6/MaxPvVoltage	DOUBLE	50.08000183105469	50.08V
/History/Daily/6/MaxPower	DOUBLE	394.0	394W
/History/Daily/6/MaxBatteryCurrent	DOUBLE	27.0	27.0A
/History/Daily/6/MinBatteryVoltage	DOUBLE	26.479999542236328	26.48V
/History/Daily/6/MaxBatteryVoltage	DOUBLE	14.40999984741211	14.41V
/History/Daily/6/Consumption	ARRAY	[]	
/History/Daily/6/Yield	DOUBLE	0.07999999821186066	0.08kWh
/History/Daily/6/Nr	INT32	172	172
/History/Daily/5/TimeInFloat	DOUBLE	0.0	0s
/History/Daily/5/TimeInAbsorption	DOUBLE	1.0	1s
/History/Daily/5/TimeInBulk	DOUBLE	1435.0	1435s
/History/Daily/5/LastError4	INT32	0	0
/History/Daily/5/LastError3	INT32	0	0
/History/Daily/5/LastError2	INT32	0	0
/History/Daily/5/LastError1	INT32	0	0
/History/Daily/5/MaxPvVoltage	DOUBLE	50.08000183105469	50.08V
/History/Daily/5/MaxPower	DOUBLE	403.0	403W
/History/Daily/5/MaxBatteryCurrent	DOUBLE	27.600000381469727	27.6A
/History/Daily/5/MinBatteryVoltage	DOUBLE	26.470000267028809	26.47V
/History/Daily/5/MaxBatteryVoltage	DOUBLE	14.430000305175781	14.43V
/History/Daily/5/Consumption	ARRAY	[]	
/History/Daily/5/Yield	DOUBLE	0.05999999865889549	0.06kWh
/History/Daily/5/Nr	INT32	173	173
/History/Daily/4/TimeInFloat	DOUBLE	0.0	0s
/History/Daily/4/TimeInAbsorption	DOUBLE	1.0	1s
/History/Daily/4/TimeInBulk	DOUBLE	1437.0	1437s
/History/Daily/4/LastError4	INT32	0	0
/History/Daily/4/LastError3	INT32	0	0
/History/Daily/4/LastError2	INT32	0	0
/History/Daily/4/LastError1	INT32	0	0
/History/Daily/4/MaxPvVoltage	DOUBLE	50.08000183105469	50.08V
/History/Daily/4/MaxPower	DOUBLE	371.0	371W
/History/Daily/4/MaxBatteryCurrent	DOUBLE	25.5	25.5A
/History/Daily/4/MinBatteryVoltage	DOUBLE	26.470000267028809	26.47V
/History/Daily/4/MaxBatteryVoltage	DOUBLE	14.40999984741211	14.41V
/History/Daily/4/Consumption	ARRAY	[]	
/History/Daily/4/Yield	DOUBLE	0.05000000074505806	0.05kWh
/History/Daily/4/Nr	INT32	174	174
/History/Daily/3/TimeInFloat	DOUBLE	0.0	0s
/History/Daily/3/TimeInAbsorption	DOUBLE	0.0	0s
