com.victronenergy.battery.socketcan_can0_vi0_uc231681
156	/Dc/0/Current	DOUBLE	-0.800000011920929	-0.8A
156	/Dc/0/Power	INT32	-21	-21W
157	/History/TimeSinceLastFullCharge	INT32	117	117s
158	/Dc/0/Current	DOUBLE	-0.5	-0.5A
158	/Dc/0/Power	INT32	-13	-13W
158	/History/TimeSinceLastFullCharge	INT32	118	118s
159	/History/TimeSinceLastFullCharge	INT32	119	119s
159	/Dc/0/Current	DOUBLE	-0.4000000059604645	-0.4A
159	/Dc/0/Power	INT32	-10	-10W
160	/History/TimeSinceLastFullCharge	INT32	120	120s
161	/Dc/0/Current	DOUBLE	-0.30000001192092896	-0.3A
161	/Dc/0/Power	INT32	-8	-8W
161	/History/TimeSinceLastFullCharge	INT32	121	121s
162	/Dc/0/Current	DOUBLE	-0.10000000149011612	-0.1A
162	/Dc/0/Power	INT32	-2	-2W
162	/History/TimeSinceLastFullCharge	INT32	122	122s
163	/History/TimeSinceLastFullCharge	INT32	123	123s
164	/History/TimeSinceLastFullCharge	INT32	124	124s
165	/Dc/0/Current	DOUBLE	0.0	0.0A
165	/Dc/0/Power	INT32	0	0W
165	/TimeToGo	ARRAY	[]	
166	/History/TimeSinceLastFullCharge	INT32	125	125s
167	/History/TimeSinceLastFullCharge	INT32	126	126s
168	/History/TimeSinceLastFullCharge	INT32	127	127s
168	/Dc/0/Voltage	DOUBLE	26.979999542236328	26.98V
168	/Dc/0/Current	DOUBLE	0.10000000149011612	0.1A
168	/Dc/0/Power	INT32	2	2W
169	/History/TimeSinceLastFullCharge	INT32	128	128s
170	/History/TimeSinceLastFullCharge	INT32	129	129s
170	/Dc/0/Current	DOUBLE	0.30000001192092896	0.3A
170	/Dc/0/Power	INT32	8	8W
171	/History/TimeSinceLastFullCharge	INT32	130	130s
171	/Dc/0/Current	DOUBLE	0.20000000298023224	0.2A
171	/Dc/0/Power	INT32	5	5W
172	/History/TimeSinceLastFullCharge	INT32	131	131s
173	/Dc/0/Current	DOUBLE	0.10000000149011612	0.1A
173	/Dc/0/Power	INT32	2	2W
173	/History/TimeSinceLastFullCharge	INT32	132	132s
174	/History/TimeSinceLastFullCharge	INT32	133	133s
174	/Dc/0/Voltage	DOUBLE	26.969999313354492	26.97V
175	/History/TimeSinceLastFullCharge	INT32	134	134s
176	/Dc/0/Current	DOUBLE	0.0	0.0A
176	/Dc/0/Power	INT32	0	0W
176	/History/TimeSinceLastFullCharge	INT32	135	135s
177	/History/TimeSinceLastFullCharge	INT32	136	136s
178	/TimeToGo	UINT32	864000	864000s
178	/History/TimeSinceLastFullCharge	INT32	137	137s
179	/History/TimeSinceLastFullCharge	INT32	138	138s
180	/History/TimeSinceLastFullCharge	INT32	139	139s
180	/Dc/0/Current	DOUBLE	-0.10000000149011612	-0.1A
180	/Dc/0/Power	INT32	-2	-2W
181	/History/TimeSinceLastFullCharge	INT32	140	140s
182	/Dc/0/Current	DOUBLE	-0.30000001192092896	-0.3A
182	/Dc/0/Power	INT32	-8	-8W
182	/History/TimeSinceLastFullCharge	INT32	141	141s
183	/History/TimeSinceLastFullCharge	INT32	142	142s
184	/History/TimeSinceLastFullCharge	INT32	143	143s
185	/Dc/0/Current	DOUBLE	-0.4000000059604645	-0.4A
185	/Dc/0/Power	INT32	-10	-10W
185	/History/TimeSinceLastFullCharge	INT32	144	144s
186	/Dc/0/Current	DOUBLE	-0.5	-0.5A
186	/Dc/0/Power	INT32	-13	-13W
187	/History/TimeSinceLastFullCharge	INT32	145	145s
188	/History/TimeSinceLastFullCharge	INT32	146	146s
189	/History/TimeSinceLastFullCharge	INT32	147	147s
190	/History/TimeSinceLastFullCharge	INT32	148	148s
191	/History/TimeSinceLastFullCharge	INT32	149	149s
191	/Dc/0/Current	DOUBLE	-0.30000001192092896	-0.3A
191	/Dc/0/Power	INT32	-8	-8W
192	/History/TimeSinceLastFullCharge	INT32	150	150s
192	/Dc/0/Current	DOUBLE	-0.20000000298023224	-0.2A
192	/Dc/0/Power	INT32	-5	-5W
193	/History/TimeSinceLastFullCharge	INT32	151	151s
194	/Dc/0/Current	DOUBLE	0.0	0.0A
194	/Dc/0/Power	INT32	0	0W
194	/History/TimeSinceLastFullCharge	INT32	152	152s
195	/History/TimeSinceLastFullCharge	INT32	153	153s
195	/Dc/0/Current	DOUBLE	-0.10000000149011612	-0.1A
195	/Dc/0/Power	INT32	-2	-2W
196	/History/TimeSinceLastFullCharge	INT32	154	154s
197	/Dc/0/Voltage	DOUBLE	26.979999542236328	26.98V
197	/Dc/0/Current	DOUBLE	0.20000000298023224	0.2A
197	/Dc/0/Power	INT32	5	5W
197	/TimeToGo	ARRAY	[]	
197	/History/TimeSinceLastFullCharge	INT32	155	155s
198	/History/TimeSinceLastFullCharge	INT32	156	156s
198	/Dc/0/Voltage	DOUBLE	26.969999313354492	26.97V
198	/Dc/0/Current	DOUBLE	0.10000000149011612	0.1A
198	/Dc/0/Power	INT32	2	2W
199	/History/TimeSinceLastFullCharge	INT32	157	157s
200	/Dc/0/Current	DOUBLE	-0.4000000059604645	-0.4A
200	/Dc/0/Power	INT32	-10	-10W
200	/TimeToGo	UINT32	864000	864000s
200	/History/TimeSinceLastFullCharge	INT32	158	158s
201	/History/TimeSinceLastFullCharge	INT32	159	159s
201	/Dc/0/Current	DOUBLE	-0.699999988079071	-0.7A
201	/Dc/0/Power	INT32	-18	-18W
202	/History/TimeSinceLastFullCharge	INT32	160	160s
203	/Dc/0/Current	DOUBLE	-0.6000000238418579	-0.6A
203	/Dc/0/Power	INT32	-16	-16W
203	/History/TimeSinceLastFullCharge	INT32	161	161s
204	/Dc/0/Current	DOUBLE	-0.699999988079071	-0.7A
204	/Dc/0/Power	INT32	-18	-18W
204	/History/TimeSinceLastFullCharge	INT32	162	162s
205	/History/TimeSinceLastFullCharge	INT32	163	163s
206	/Dc/0/Current	DOUBLE	-0.5	-0.5A
206	/Dc/0/Power	INT32	-13	-13W
206	/History/TimeSinceLastFullCharge	INT32	164	164s
207	/Dc/0/Current	DOUBLE	-0.699999988079071	-0.7A
207	/Dc/0/Power	INT32	-18	-18W
208	/History/TimeSinceLastFullCharge	INT32	165	165s
209	/History/TimeSinceLastFullCharge	INT32	166	166s
209	/Dc/0/Current	DOUBLE	-0.6000000238418579	-0.6A
209	/Dc/0/Power	INT32	-16	-16W
210	/History/TimeSinceLastFullCharge	INT32	167	167s
210	/Dc/0/Current	DOUBLE	-0.5	-0.5A
210	/Dc/0/Power	INT32	-13	-13W
211	/History/TimeSinceLastFullCharge	INT32	168	168s
212	/History/TimeSinceLastFullCharge	INT32	169	169s
213	/History/TimeSinceLastFullCharge	INT32	170	170s
213	/Dc/0/Voltage	DOUBLE	26.979999542236328	26.98V
213	/Dc/0/Current	DOUBLE	1.5	1.5A
213	/Dc/0/Power	INT32	40	40W
214	/TimeToGo	ARRAY	[]	
214	/History/TimeSinceLastFullCharge	INT32	171	171s
215	/Dc/0/Voltage	DOUBLE	26.969999313354492	26.97V
215	/Dc/0/Current	DOUBLE	0.0	0.0A
215	/Dc/0/Power	INT32	0	0W
215	/History/TimeSinceLastFullCharge	INT32	172	172s
216	/TimeToGo	UINT32	864000	864000s
216	/History/TimeSinceLastFullCharge	INT32	173	173s
216	/Dc/0/Current	DOUBLE	-0.20000000298023224	-0.2A
216	/Dc/0/Power	INT32	-5	-5W
217	/History/TimeSinceLastFullCharge	INT32	174	174s
218	/History/TimeSinceLastFullCharge	INT32	175	175s
219	/TimeToGo	ARRAY	[]	
219	/History/TimeSinceLastFullCharge	INT32	176	176s
219	/Dc/0/Voltage	DOUBLE	26.989999771118164	26.99V
219	/Dc/0/Current	DOUBLE	2.799999952316284	2.8A
