com.victronenergy.dcgenset.socketcan_can0_vi1_uc666824
57	/StarterVoltage	DOUBLE	12.550000190734863	12.6V
58	/Engine/Speed	DOUBLE	999.0	999rpm
58	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
59	/Engine/Speed	DOUBLE	998.0	998rpm
60	/Engine/Speed	DOUBLE	998.0	998rpm
60	/StarterVoltage	DOUBLE	12.5	12.5V
61	/Engine/Speed	DOUBLE	999.0	999rpm
61	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
62	/Engine/Speed	DOUBLE	998.0	998rpm
62	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
63	/Engine/Speed	DOUBLE	998.0	998rpm
63	/StarterVoltage	DOUBLE	12.5	12.5V
64	/Engine/Speed	DOUBLE	999.0	999rpm
64	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
65	/Engine/Speed	DOUBLE	998.0	998rpm
66	/Engine/Speed	DOUBLE	999.0	999rpm
66	/StarterVoltage	DOUBLE	12.449999809265137	12.4V
67	/Engine/Speed	DOUBLE	999.0	999rpm
67	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
68	/Engine/Speed	DOUBLE	998.0	998rpm
68	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
69	/Engine/Speed	DOUBLE	998.0	998rpm
69	/StarterVoltage	DOUBLE	12.350000381469727	12.4V
70	/Engine/Speed	DOUBLE	999.0	999rpm
70	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
71	/Engine/Speed	DOUBLE	998.0	998rpm
71	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
72	/Engine/Speed	DOUBLE	999.0	999rpm
72	/StarterVoltage	DOUBLE	12.300000190734863	12.3V
73	/Engine/Speed	DOUBLE	999.0	999rpm
73	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
74	/Engine/Speed	DOUBLE	998.0	998rpm
74	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
75	/Engine/Speed	DOUBLE	999.0	999rpm
76	/Engine/Speed	DOUBLE	999.0	999rpm
76	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
77	/Engine/Speed	DOUBLE	998.0	998rpm
77	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
78	/Engine/Speed	DOUBLE	999.0	999rpm
79	/Engine/Speed	DOUBLE	998.0	998rpm
79	/StarterVoltage	DOUBLE	12.550000190734863	12.6V
80	/Engine/Speed	DOUBLE	998.0	998rpm
80	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
81	/Engine/Speed	DOUBLE	999.0	999rpm
82	/Engine/Speed	DOUBLE	998.0	998rpm
82	/StarterVoltage	DOUBLE	12.550000190734863	12.6V
83	/Engine/Speed	DOUBLE	998.0	998rpm
83	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
84	/Engine/Speed	DOUBLE	998.0	998rpm
85	/Engine/Speed	DOUBLE	999.0	999rpm
85	/StarterVoltage	DOUBLE	12.550000190734863	12.6V
86	/Engine/Speed	DOUBLE	998.0	998rpm
86	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
87	/Engine/Speed	DOUBLE	999.0	999rpm
88	/Engine/Speed	DOUBLE	999.0	999rpm
88	/StarterVoltage	DOUBLE	12.5	12.5V
89	/Engine/Speed	DOUBLE	998.0	998rpm
89	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
90	/Engine/Speed	DOUBLE	998.0	998rpm
90	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
91	/Engine/Speed	DOUBLE	999.0	999rpm
91	/StarterVoltage	DOUBLE	12.449999809265137	12.4V
92	/Engine/Speed	DOUBLE	998.0	998rpm
92	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
93	/Engine/Speed	DOUBLE	999.0	999rpm
93	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
94	/Engine/Speed	DOUBLE	999.0	999rpm
94	/StarterVoltage	DOUBLE	12.399999618530273	12.4V
95	/Engine/Speed	DOUBLE	999.0	999rpm
95	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
96	/Engine/Speed	DOUBLE	998.0	998rpm
96	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
97	/Engine/Speed	DOUBLE	999.0	999rpm
97	/StarterVoltage	DOUBLE	12.350000381469727	12.4V
98	/Engine/Speed	DOUBLE	998.0	998rpm
98	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
99	/Engine/Speed	DOUBLE	999.0	999rpm
99	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
100	/Engine/Speed	DOUBLE	999.0	999rpm
100	/StarterVoltage	DOUBLE	12.350000381469727	12.4V
101	/Engine/Speed	DOUBLE	998.0	998rpm
101	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
102	/Engine/Speed	DOUBLE	999.0	999rpm
102	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
103	/Engine/Speed	DOUBLE	999.0	999rpm
104	/Engine/Speed	DOUBLE	999.0	999rpm
104	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
105	/Engine/Speed	DOUBLE	999.0	999rpm
105	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
106	/Engine/Speed	DOUBLE	999.0	999rpm
107	/Engine/Speed	DOUBLE	999.0	999rpm
107	/StarterVoltage	DOUBLE	12.550000190734863	12.6V
108	/Engine/Speed	DOUBLE	999.0	999rpm
108	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
109	/Engine/Speed	DOUBLE	999.0	999rpm
110	/Engine/Speed	DOUBLE	999.0	999rpm
110	/StarterVoltage	DOUBLE	12.550000190734863	12.6V
111	/Engine/Speed	DOUBLE	998.0	998rpm
111	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
112	/Engine/Speed	DOUBLE	999.0	999rpm
113	/Engine/Speed	DOUBLE	998.0	998rpm
113	/StarterVoltage	DOUBLE	12.550000190734863	12.6V
114	/Engine/Speed	DOUBLE	999.0	999rpm
114	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
115	/Engine/Speed	DOUBLE	999.0	999rpm
116	/Engine/Speed	DOUBLE	999.0	999rpm
116	/StarterVoltage	DOUBLE	12.5	12.5V
117	/Engine/Speed	DOUBLE	999.0	999rpm
117	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
118	/Engine/Speed	DOUBLE	999.0	999rpm
118	/StarterVoltage	DOUBLE	12.649999618530273	12.6V
119	/Engine/Speed	DOUBLE	999.0	999rpm
119	/StarterVoltage	DOUBLE	12.449999809265137	12.4V
120	/Engine/Speed	DOUBLE	999.0	999rpm
120	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
